process_no,process_name,row_no,document_name,document_code,active_revision,approval_date,expiry_date,source_file
4,Производство продукции,51,Процедура уничтожения промежуточных производственных отходов,СОП-450,0,0,15.01.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,52,Инструкция по эксплуатации. Весы электронные «MP51001»,ДПСК-451,0,0,05.11.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,53,Инструкция по эксплуатации. Весы электронные «FA2004»,ДПСК-452,0,0,05.11.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,54,"Маршрут перемещения персонала, сырья, материалов и готовой продукции",ДПСК-453,3,3,24.11.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,55,Свободный,СОП-454,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,56,"Технологический процесс производства таблеток «Кинолокс» таблетки, покрытые оболочкой 400 мг №5",СОП-455,2,2,23.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,57,"Технологический процесс производства таблеток «Новтор» таблетки, покрытые оболочкой 5 мг, 10 мг, 20 мг №28",СОП-456,2,2,23.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,58,"Технологический процесс производства таблеток «Эн-Ура» таблетки, покрытые оболочкой 5 мг, 10 мг",СОП-457,2,2,23.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,59,"Технологический процесс производства таблеток «Валун» таблетки, покрытые оболочкой 5 мг/80 мг, 5 мг/160 мг, 10мг/160 мг",СОП-458,2,2,23.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,60,"Технологический процесс производства таблеток «Клогрел» таблетки, покрытые оболочкой 75 мг, 300 мг",СОП-459,2,2,23.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,61,"Технологический процесс производства таблеток «Генезис MR» таблетки c модифицированным высвобождением 30 мг, 60 мг",СОП-460,1,1,17.12.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,62,"Технологический процесс производства таблеток «Тигралис» таблетки, покрытые оболочкой 5 мг, 10 мг, 20 мг в цехе №1",СОП-461,4,4,24.11.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,63,Инструкция по эксплуатации. Весы электронные «FCC5001»,СОП-462,1,1,13.11.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,64,"Нормы расхода сырья и упаковочных материалов для производства препарата Клогрел 75 мг таблетки, покрытые оболочкой",ДПСК-463,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,65,"Нормы расхода сырья и упаковочных материалов для производства препарата Тигралис 5 мг таблетки, покрытые оболочкой",ДПСК-464,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,66,"Нормы расхода сырья и упаковочных материалов для производства препарата Тигралис 10 мг таблетки, покрытые оболочкой",ДПСК-465,1,1,25.06.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,67,"Нормы расхода сырья и упаковочных материалов для производства препарата Тигралис 20 мг таблетки, покрытые оболочкой",ДПСК-466,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,68,"Нормы расхода сырья и упаковочных материалов для производства препарата Кинолокс 400 мг таблетки, покрытые оболочкой",ДПСК-467,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,69,"Нормы расхода сырья и упаковочных материалов для производства препарата Эн-Ура 5 мг таблетки, покрытые оболочкой",ДПСК-468,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,70,"Нормы расхода сырья и упаковочных материалов для производства препарата Эн-Ура 10 мг таблетки, покрытые оболочкой",ДПСК-469,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,71,Нормы расхода сырья и упаковочных материалов для производства препарата Генезис 60 мг таблетки с модифицированным высвобождением,ДПСК-470,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,72,Нормы расхода сырья и упаковочных материалов для производства препарата Генезис 30 мг таблетки с модифицированным высвобождением,ДПСК-471,0,0,23.06.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,73,"Нормы расхода сырья и упаковочных материалов для производства препарата Новтор 5 мг таблетки, покрытые оболочкой",ДПСК-472,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,74,"Нормы расхода сырья и упаковочных материалов для производства препарата Новтор 10 мг таблетки, покрытые оболочкой",ДПСК-473,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,75,"Нормы расхода сырья и упаковочных материалов для производства препарата Новтор 20 мг таблетки, покрытые оболочкой",ДПСК-474,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,76,"Нормы расхода сырья и упаковочных материалов для производства препарата Валун 5 мг/ 80 мг таблетки, покрытые оболочкой",ДПСК-475,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,77,"Нормы расхода сырья и упаковочных материалов для производства препарата Валун 5 мг/ 160 мг таблетки, покрытые оболочкой",ДПСК-476,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,78,"Нормы расхода сырья и упаковочных материалов для производства препарата Валун 10 мг/ 160 мг таблетки, покрытые оболочкой",ДПСК-477,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,79,"Технологический процесс производства таблеток «Риваксажен» таблетки, покрытые оболочкой 10 мг, 15 мг, 20 мг",СОП-478,0,0,02.12.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,80,"Нормы расхода сырья и упаковочных материалов для производства препарата «Риваксажен» таблетки, покрытые оболочкой 10 мг, 15 мг, 20 мг №30",ДПСК-479,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,81,"Технологический процесс производства таблеток «НовуСита» таблетки, покрытые оболочкой 50мг, 100мг в цехе №1",СОП-480,1,1,12.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,82,Контроль хранения и перемещения полупродуктов в складе полупродуктов цеха №1,СОП-481,2,2,01.11.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,83,"«Нормы расхода сырья и упаковочных материалов для производства препарата «НовуСита» таблетки, покрытые оболочкой 50мг, 100мг, №30»",ДПСК-482,1,1,12.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,84,"Технологический процесс производства таблеток «НовуСита-М» таблетки, покрытые оболочкой 850мг/50мг, 1000мг/50мг в цехе №1",СОП-483,1,1,12.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,85,"«Нормы расхода сырья и упаковочных материалов для производства препарата «НовуСита -М» таблетки, покрытые оболочкой 850мг/50, 50мг, №28»",ДПСК-484,2,2,12.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,86,«Нормы расхода сырья и упаковочных материалов для производства препарата «Новузоме» капсулы 20 мг и 40 мг №28,ДПСК-485,0,0,22.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,87,"«Нормы расхода сырья и упаковочных материалов для производства препарата «Фебуксурик» таблетки, покрытые оболочкой 80 мг, 120 мг №30»",ДПСК-486,0,0,22.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,88,Список лекарственных препаратов с утвержденным размером серий,ДПСК-487,1,1,26.12.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,89,Инструкция по эксплуатации. Весы электронные G&G модели «E1200Y»,ДПСК-488,0,0,02.06.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,90,Инструкция по эксплуатации. Весы электронные типа TM-A21,ДПСК-489,0,0,12.06.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,91,Инструкция по эксплуатации. Анализатор влажности «МБ-23» зав. № В549807158,СОП-490,0,0,18.04.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,92,Прибор для определения твёрдости таблеток «YD-1» зав. №0416011383,СОП-491,0,0,18.04.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,93,Обращение с пуансонами и матрицами,СОП-492,1,1,09.06.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,94,Изучение времени хранения,СОП-493,0,0,12.02.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,95,Трансфер технологии,СОП-494,0,0,11.03.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,96,Инструкция по эксплуатации. Динамического пасс-бокса,СОП-495,0,0,11.03.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,97,Инструкция по эксплуатации. Весы аналитического типа «РТХ-FA210S»,СОП-496,0,0,19.11.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,98,"Технологический процесс производства таблеток «Дапига» таблетки, покрытые оболочкой 5 мг, 10 мг №30 в цехе",СОП-497,0,0,08.06.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,99,"Технологический процесс производства таблеток «НовуСита-М» таблетки, покрытые оболочкой 500мг/50мг в цехе",СОП-498,0,0,18.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,100,"«Нормы расхода сырья и упаковочных материалов для производства препарата «Дапига» таблетки, покрытые оболочкой 5мг, 10мг №30»",СОП-499,0,0,08.06.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,101,"Технологический процесс производства таблеток «Саваген» таблетки, покрытые оболочкой 50 мг, 100 мг, 200 мг №30 в цехе",СОП-4001,0,0,16.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,102,"«Нормы расхода сырья и упаковочных материалов для производства препарата «НовуСита-М» таблетки, покрытые оболочкой 500мг/50мг, №28»",ДПСК-4003,0,0,18.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,,Актуализировал: Спец. по документообороту Ходжимухамедов Н.Б._____________________________ Подпись Дата,Актуализировал: Спец. по документообороту Ходжимухамедов Н.Б._____________________________ Подпись Дата,Актуализировал: Спец. по документообороту Ходжимухамедов Н.Б._____________________________ Подпись Дата,Актуализировал: Спец. по документообороту Ходжимухамедов Н.Б._____________________________ Подпись Дата,Актуализировал: Спец. по документообороту Ходжимухамедов Н.Б._____________________________ Подпись Дата,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
5,Обеспечение и контроль качества,,Обеспечение и контроль качества,П-5,1,25.08.2022 г.,25.08.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Контрольный перечень документации,ДПСК-501,3,11.02.2026 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Перечень записей,ДПСК-502,2,11.02.2026 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Весы электронные лабораторные «МР51001» сер. №SHP0101517991, №SHP0101518062.",СОП-503,2,17.05.2023 г.,17.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,План график проведения валидации / квалификации на 2026 год,ДПСК-504,1,04.01.2026 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Весы электронные лабораторные «FA2004» сер. №SHP0200418061; сep. №SHP0200417974, сер №SHP0200417975.",СОП-505,3,17.05.2023 г.,17.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок отбора и контроль качества пленки ПВХ для упаковки лекарственных средств,ДПСК-506,1,11.08.2023 г.,11.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Прибор по определению распадаемости таблеток «BJ-2» №0516011656,ДПСК-507,2,18.04.2023 г.,18.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Прибор для определения растворяемости таблеток RC-6 зав. №141602433,ДПСК-508,1,17.08.2023 г.,17.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Лабораторные pH/кондуктометры «МР521» сер. №2120020016161000, сер. №2120020016081000.",СОП-509,3,17.05.2023 г.,17.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Прибор для определения истираемости таблеток «CS-1» сер. №061603602,ДПСК-510,1,18.04.2023 г.,18.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Микробиологический контроль смотровых латексных и синтетических (виниловых, нитриловых) неопудренных перчаток",СОП-511,0,05.08.2024 г.,05.08.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура по обеспечению целостности данных,СОП-512,0,05.09.2023 г.,05.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Вискозиметр ротационный «NDJ -5S» зав № SHP0600418060, № SH0600417977",ДПСК-513,1,14.09.2023 г.,14.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микробиологический контроль сырья и вспомогательных материалов,СОП-514,3,10.02.2023 г.,10.02.2029 г,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Положение о лаборатории,ДПСК-515,0,30.10.2023 г.,30.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Рефрактометр Abbe 2 WAJ сер. № 160433,ДПСК-516,1,17.08.2023 г.,17.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура процесса валидации очистки технологического оборудования,СОП-517,2,27.03.2023 г.,27.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Сушильный вакуумный шкаф (эл. печь) DZG-6050D,СОП-518,2,28.02.2024 г.,28.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Сушильный шкаф GRX – 05A сер. № 15100353,ДПСК-519,1,17.08.2023 г.,17.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Электропечь лабораторная SNOL 8.2/1100 №13298,СОП-520,2,28.02.2024 г.,28.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,СОП-521 Микробиологический контроль первичных упаковочных материалов,СОП-521,0,01.03.2024 г.,01.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Камера тестирования стабильности– LHH-150SDP сер. №150205225В, сер. №150205226В",ДПСК-522,1,25.08.2023 г.,25.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Инкубатор для биокультивации SNP-150D сер. №15090611, сер. №15090618",ДПСК-523,1,14.09.2023 г.,14.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Ультразвуковая мойка зав. №169А0012,ДПСК-524,0,14.08.2023 г.,14.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации. Водяная баня DK-S24 сер. №16030700, №16010361",ДПСК-525,1,25.08.2023 г.,25.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Жидкостной хроматограф «LC – 20 Prominence»,ДПСК-526,0,25.08.2023 г.,25.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Процедура испытания стабильности, методом долгосрочного старения в климатической камере",СОП-527,4,31.10.2023 г.,31.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Правила подготовки помещений для проведения микробиологических испытаний,СОП-528,3,02.12.2024 г.,02.12.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Титратор К. Фишера сер. №1915001017880,ДПСК-529,1,14.09.2023 г.,14.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Ультрафиолетовый спектрофотометр UV-1900,СОП-530,3,17.05.2023 г.,17.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по мойке и сушке химической лабораторной посуды,СОП-531,1,20.02.2024 г.,20.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура оценки неопределенности измерений,СОП-532,0,07.09.2023 г.,07.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура отбора средней пробы исходного сырья,СОП-533,6,12.11.2024 г.,12.11.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок управления СИ и ИО,СОП-534,4,25.07.2023 г.,25.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок управления химическими веществами в лаборатории ДКК,СОП-535,5,31.10.2023 г.,31.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по использованию бактерицидных ламп,ДПСК-536,3,20.07.2023 г.,20.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Контроль микробной контаминации производственных помещений, оборудования, технологической одежды и рук персонала.",СОП-537,9,09.08.2024 г.,09.08.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Окраска по Грамму,СОП-538,2,25.10.2024 г.,25.10.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации ИК-спектрометр IRAffinity-1S зав №А21966004353LP,ДПСК-539,1,06.08.2024 г.,06.08.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок формирования досье на серию лекарственного средства,СОП-540,2,13.05.2024 г.,13.05.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микробиологический контроль воды очищенной,СОП-541,4,09.10.2023 г.,09.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Анализ очищенной (деминерализованной воды),СОП-541/1,6,09.10.2023 г.,09.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Подготовка помещений физико-химической лаборатории,СОП-542,3,19.07.2023 г.,19.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Анализ вторичных упаковочных материалов,СОП-543,2,08.06.2023 г.,08.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок отбора проб на промежуточную продукцию,СОП-544,4,29.11.2024 г.,29.11.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Правила приготовления, идентификации, контроля и хранения питательных сред",СОП-545,2,11.11.2024 г.,11.11.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Правила подготовки, стерилизации и хранения стерилизованной стеклопосуды",СОП-546,2,07.08.2023 г.,07.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Анализ питьевой воды,СОП-547,2,25.02.2022 г.,25.02.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура отбора средней пробы готовой продукции для испытания,СОП-548,5,15.11.2024 г.,15.11.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Процедура действий при получении результатов, несоответствующих спецификации (РНС).",СОП-549,2,04.08.2023 г.,04.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Вертикальный паровой стерилизатор LDZX-75KBS.,ДПСК-550,0,24.11.2023 г.,24.11.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Формирование ежегодного обзора по качеству продукции,СОП-551,1,05.02.2024 г.,05.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Инструкция по эксплуатации магнитной мешалки MULTISTIRRER 6, F203A0177",СОП-552,1,21.12.2023 г.,21.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации центрифуги TG16-WS TABLETOP HIGH SPEED CENTRIFUGE. сер. №2016020305,СОП-553,1,21.12.2023 г.,21.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
