process_no,process_name,row_no,document_name,document_code,active_revision,approval_date,expiry_date,source_file
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации Ламинарной кабины,СОП-658,0,04.03.2024 г.,04.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации и обслуживанию блистерной машины модели DPP260Ki-1,СОП-659,0,19.05.2025 г.,19.05.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации и обслуживанию Винтовой миксер,СОП-660,0,20.03.2025 г.,20.03.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации и обслуживанию таблеточного пресса модели S250C-26 EU-D,СОП-661,0,02.06.2025 г.,02.06.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации и обслуживанию таблеточного пресса модели S250C-32 EU-B,СОП-662,0,02.06.2025 г.,02.06.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации Дизельного генератора GF-300,СОП-663,0,25.06.2025 г.,25.06.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации металлодетектора INSIGHT,СОП-664,0,25.06.2025 г.,25.06.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Полировка пуансонов для таблетпресса,СОП-665,0,09.07.2025 г.,09.07.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации роллер компактора LGS120E,СОП-666,0,24.07.2025 г.,24.07.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
6,Управление инфраструктурой и производственной средой,,Инструкция по эксплуатации и обслуживанию автоматической машины для наполнения капсул Z-49,ДПСК-667,0,25.11.2025 г.,25.11.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_601_Ред_2_Контрольный_перечень_процесса_№6_5.docx
7,Управление персоналом,1,Процесс управления персоналом,П-7,1,23.02.2025,23.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,2,План-график внутреннего обучения на год,Приложение Ф-2 к П-7,2,05.01.2025,05.01.2028,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,3,Контрольный перечень документации,ДПСК-701,2,24.02.2025,24.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,4,Должностная инструкция Генеральный директор,ДИ-703,0,04.08.2023,04.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,5,Должностная инструкция Менеджер завода,ДИ-704,1,24.11.2023,24.11.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,6,Должностная инструкция Директор департамента стратегического развития и закупа,ДИ-705,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,7,Должностная инструкция Начальник по торговли и маркетинга,ДИ-706,0,24.08.2023,24.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,8,Должностная инструкция Руководитель ДКК,ДИ-707,1,24.11.2023,24.11.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,9,Должностная инструкция Руководитель департамента обеспечения качества (ДОК),ДИ-708,1,24.11.2023,24.11.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,10,Должностная инструкция Начальник по производству,ДИ-709,0,11.08.2023,11.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,11,Должностная инструкция Главный технолог,ДИ-710,1,20.12.2024,20.12.2027,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,12,Должностная инструкция Главного бухгалтера,ДИ-711,0,11.08.2023,11.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,13,Должностная инструкция Материального бухгалтера,ДИ-712,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,14,Должностная инструкция Менеджер департамента стратегического развития и закупа,ДИ-713,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,15,Должностная инструкция Начальник отдела кадров,ДИ-714,0,12.08.2023,12.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,16,Должностная инструкция Главный механик,ДИ-715,1,24.11.2023,24.11.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,17,Должностная инструкция Технолог,ДИ-716,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,18,Должностная инструкция Ведущий химик ДКК,ДИ-717,0,12.08.2023,12.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,19,Должностная инструкция Химик ДКК,ДИ-718,1,07.04.2023,07.04.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,20,Должностная инструкция Микробиолог ДКК,ДИ-719,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,21,Должностная инструкция Менеджер по валидации ДОК,ДИ-720,0,15.03.2023,15.03.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,22,Должностная инструкция Контролер ДОК,ДИ-721,1,24.11.2023,24.11.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,23,Должностная инструкция Лаборант ДКК,ДИ-722,1,17.02.2023,17.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,24,Должностная инструкция Механик,ДИ-723,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,25,Должностная инструкция Электрик,ДИ-724,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,26,Должностная инструкция Котельщик,ДИ-725,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,27,Должностная инструкция Начальник цеха,ДИ-726,2,06.02.2025,06.02.2028,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,28,Должностная инструкция Оператор,ДИ-727,0,19.08.2023,19.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,29,Должностная инструкция Начальник АХО,ДИ-728,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,30,Должностная инструкция Зав. Склада,ДИ-729,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,31,Должностная инструкция Грузчик,ДИ-730,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,32,Должностная инструкция Менеджер по регистрации лекарственных средств,ДИ-731,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,33,Должностная инструкция Специалист по документообороту департамента обеспечения качества (ДОК),ДИ-732,0,21.09.2023,21.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,34,Должностная инструкция Уполномоченное лицо по качеству ЛС,ДИ-733,1,18.04.2023,18.04.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,35,Должностная инструкция Региональный менеджер,ДИ-734,0,17.09.2024,17.09.2027,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,36,Должностная инструкция Медицинский представитель,ДИ-735,0,24.08.2023,24.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,37,Должностная инструкция Дизайнер,ДИ-736,0,25.08.2023,25.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,38,Должностная инструкция Повар,ДИ-737,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,39,Положение о защите персональных данных работников,ДПСК-738,0,25.08.2023,25.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,40,Правила внутреннего трудового распорядка,ДПСК-739,0,03.09.2023,03.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,41,Должностная инструкция Младший технолога,ДИ-740,2,20.12.2024,20.12.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,42,Должностная инструкция Инженер по ОТ и ТБ,ДИ-741,1,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,43,Положение об аттестации сотрудников,ДПСК-742,0,28.07.2023,28.07.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,44,Должностная инструкция Охранник,ДИ-743,1,05.11.2024,05.11.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,45,Должностная инструкция Уборщица,ДИ-744,0,18.08.2023,18.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,46,Инструкция по ведению кадрового делопроизводства,ДПСК-745,0,26.08.2023,26.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,47,Должностная инструкция Специалист по Досье,ДПСК-746,0,17.02.2025,17.02.2028,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,48,Должностная инструкция Укладчика-упаковщика,ДИ-747,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,49,Должностная инструкция Водитель,ДИ-748,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,50,Должностная инструкция Руководитель финансового департамента. Финансовый Менеджер,ДИ-749,0,09.12.2023,09.12.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,51,Инструкция о порядке формирования ведения и хранения личных дел работников,ДПСК-750,0,10.09.2023,10.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,52,Регламент оформления командировок,ДПСК-751,0,02.10.2023,02.10.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,53,Должностная инструкция Продакт-менеджер,ДИ-753,0,24.08.2023,24.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,54,Должностная инструкция Начальник департамента сбыта,ДИ-754,0,24.08.2023,24.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,55,Должностная инструкция Лаборанта-микробиолога ДКК,ДИ-755,1,04.03.2022,04.03.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,56,Должностная инструкция Офис менеджера,ДИ-756,0,10.12.2023,10.12.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,57,Должностная инструкция Заместитель Главного Бухгалтера,ДИ-757,0,30.04.2024,30.04.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,58,Должностная инструкция Юрист,ДИ-758,0,10.09.2024,10.09.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,59,Инструкция по служебному этикету между сотрудниками ИП ООО NOVUGEN PHARMA,ДПСК-759,0,12.10.2024,12.10.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,60,Свободный,ДИ-760,0,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,61,Должностная инструкция Помощника заведующего складом,ДИ-761,0,20.12.2024,20.12.2025,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,62,Должностная инструкция Помощник технолога,ДИ-762,0,01.02.2025,01.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,63,Должностная инструкция Химик-лаборант ДКК,ДИ-763,0,17.02.2023,17.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
7,Управление персоналом,64,Должностная инструкция Главного инженера,ДИ-764,0,11.12.2023,11.12.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_701_Контрольный_перечень_внутренней_документацииПроцесс_№7.pdf
